days,date,Jam,Deposit,Coin,Transaksi,Jumlah,Buy,Sell,Penarikan
Sabtu,19,1,100.000,mtc,263,842,1.555.345.355,478,2.000.000
Kamis,25,9,500.000,bnb,596,314,1.555.345.355,497,2.000.000
Senin,16,2,100.000,btc,288,588,100.000,185,500.000
Selasa,26,3,50.000,btc,342,904,1.555.345.355,268,2.000.000
Kamis,21,2,100.000,bnb,231,211,1.555.345.355,281,500.000
Rabu,19,3,50.000,mtc,367,335,2.000.000,412,100.000
Selasa,23,1,100.000,btc,241,441,1.555.345.355,426,100.000
Minggu,3,4,500.000,bnb,575,301,1.555.345.355,162,100.000
Selasa,9,10,500.000,bnb,363,178,1.555.345.355,414,100.000
Jumat,22,9,100.000,mtc,352,83,2.000.000,198,100.000
Minggu,27,8,50.000,mtc,483,839,2.000.000,489,2.000.000
Kamis,3,5,100.000,mtc,525,168,1.555.345.355,256,500.000
Kamis,19,2,500.000,bnb,297,551,1.555.345.355,124,2.000.000
Selasa,15,10,500.000,mtc,507,149,100.000,133,100.000
Jumat,24,11,100.000,btc,514,801,1.555.345.355,121,100.000
Senin,20,8,100.000,mtc,207,162,100.000,473,2.000.000
Jumat,20,7,100.000,btc,495,956,2.000.000,325,100.000
Minggu,28,4,50.000,mtc,424,894,1.555.345.355,105,2.000.000
Kamis,2,7,50.000,btc,298,148,100.000,253,2.000.000
Jumat,2,6,50.000,btc,389,841,2.000.000,116,100.000
Minggu,2,6,50.000,mtc,400,444,1.555.345.355,203,500.000
Kamis,18,11,500.000,bnb,518,373,2.000.000,484,100.000
Kamis,17,2,100.000,mtc,408,359,100.000,148,100.000
Selasa,6,0,100.000,btc,217,45,1.555.345.355,279,500.000
Senin,17,4,500.000,btc,410,563,1.555.345.355,236,2.000.000
Selasa,8,1,500.000,bnb,286,19,2.000.000,293,2.000.000
Minggu,10,11,50.000,bnb,420,587,100.000,191,2.000.000
Selasa,17,5,50.000,mtc,442,461,100.000,255,2.000.000
Sabtu,22,5,500.000,mtc,562,318,1.555.345.355,400,2.000.000
Jumat,24,7,500.000,btc,514,25,100.000,110,100.000
Selasa,25,3,100.000,bnb,315,68,2.000.000,488,500.000
Minggu,8,7,500.000,mtc,284,149,100.000,432,500.000
Kamis,26,11,500.000,btc,466,888,1.555.345.355,469,500.000
Rabu,26,2,500.000,mtc,520,649,2.000.000,151,100.000
Minggu,18,10,100.000,btc,274,876,100.000,304,500.000
Kamis,11,6,500.000,btc,583,419,100.000,231,100.000
Rabu,11,7,100.000,btc,262,100,2.000.000,480,500.000
Senin,13,10,100.000,bnb,489,162,100.000,130,500.000
Senin,2,1,500.000,mtc,280,84,2.000.000,293,100.000
Minggu,10,4,100.000,btc,510,12,1.555.345.355,202,500.000
Jumat,5,9,500.000,btc,559,744,1.555.345.355,362,500.000
Sabtu,25,7,500.000,btc,408,255,100.000,424,500.000
Jumat,25,4,100.000,btc,336,521,2.000.000,453,100.000
Selasa,10,3,100.000,bnb,284,497,100.000,188,2.000.000
Selasa,30,6,500.000,mtc,578,123,2.000.000,172,2.000.000
Selasa,18,11,50.000,btc,491,357,1.555.345.355,310,500.000
Minggu,12,0,100.000,bnb,560,251,1.555.345.355,164,100.000
Minggu,3,0,50.000,bnb,369,430,100.000,327,100.000
Jumat,16,9,100.000,mtc,255,470,100.000,495,500.000
Sabtu,13,10,100.000,bnb,390,311,100.000,189,2.000.000
Selasa,2,9,500.000,btc,465,234,2.000.000,207,100.000
Rabu,11,11,100.000,btc,510,899,2.000.000,126,2.000.000
Rabu,22,10,50.000,bnb,332,603,2.000.000,240,2.000.000
Kamis,10,8,100.000,btc,214,910,100.000,131,100.000
Rabu,8,2,100.000,mtc,276,591,100.000,335,100.000
Kamis,7,6,500.000,mtc,413,659,2.000.000,462,500.000
Jumat,7,3,50.000,btc,383,759,2.000.000,285,2.000.000
Kamis,21,11,500.000,bnb,237,440,100.000,118,2.000.000
Jumat,30,10,100.000,btc,370,938,2.000.000,340,2.000.000
Rabu,17,1,100.000,mtc,597,860,2.000.000,350,100.000
Senin,2,10,50.000,mtc,517,912,1.555.345.355,329,100.000
Minggu,21,6,100.000,btc,298,822,100.000,480,100.000
Rabu,14,11,500.000,mtc,250,511,100.000,447,100.000
Kamis,25,0,100.000,bnb,359,775,2.000.000,116,100.000
Sabtu,6,8,100.000,mtc,496,190,100.000,287,100.000
Rabu,2,6,50.000,bnb,512,753,1.555.345.355,342,500.000
Rabu,14,5,50.000,bnb,558,929,100.000,113,500.000
Rabu,9,5,50.000,btc,300,348,1.555.345.355,214,500.000
Jumat,19,7,50.000,mtc,230,960,2.000.000,414,2.000.000
Senin,3,2,100.000,btc,550,33,2.000.000,101,2.000.000
Minggu,7,10,50.000,mtc,520,665,1.555.345.355,470,100.000
Kamis,9,5,50.000,btc,309,498,100.000,142,100.000
Selasa,20,3,50.000,bnb,365,600,1.555.345.355,165,100.000
Minggu,21,11,50.000,mtc,374,365,1.555.345.355,241,100.000
Kamis,28,6,50.000,mtc,326,768,100.000,450,100.000
Senin,22,3,50.000,mtc,566,341,2.000.000,370,500.000
Jumat,20,0,500.000,mtc,448,289,100.000,497,500.000
Senin,8,6,100.000,mtc,435,622,1.555.345.355,182,500.000
Kamis,14,1,500.000,bnb,213,23,2.000.000,221,500.000
Kamis,6,10,500.000,btc,469,486,1.555.345.355,149,2.000.000
Rabu,5,8,50.000,mtc,348,663,100.000,333,500.000
Rabu,11,1,100.000,mtc,409,41,1.555.345.355,476,2.000.000
Kamis,30,11,100.000,btc,226,492,2.000.000,186,500.000
Jumat,15,6,100.000,btc,531,422,100.000,132,500.000
Minggu,30,7,100.000,btc,565,849,100.000,331,500.000
Kamis,20,5,100.000,bnb,532,648,100.000,261,500.000
Senin,27,8,100.000,bnb,407,860,2.000.000,181,100.000
Senin,23,1,100.000,bnb,408,178,2.000.000,302,500.000
Senin,3,6,100.000,mtc,351,691,2.000.000,441,500.000
Minggu,19,1,500.000,bnb,491,71,1.555.345.355,325,2.000.000
Minggu,30,3,500.000,mtc,256,174,100.000,359,500.000
Selasa,27,10,50.000,btc,474,401,100.000,492,100.000
Minggu,26,2,500.000,mtc,263,715,2.000.000,477,500.000
Minggu,29,7,500.000,mtc,266,453,1.555.345.355,317,100.000
Selasa,11,3,50.000,bnb,338,402,1.555.345.355,492,2.000.000
Senin,17,3,500.000,bnb,519,460,100.000,456,100.000
Jumat,2,6,100.000,btc,290,651,2.000.000,400,500.000
Minggu,17,1,500.000,mtc,392,123,2.000.000,214,100.000
Selasa,11,9,500.000,btc,598,35,1.555.345.355,321,500.000
Jumat,29,7,50.000,btc,358,685,2.000.000,266,100.000
Senin,27,5,500.000,bnb,501,390,2.000.000,109,500.000
Minggu,28,2,100.000,btc,263,480,100.000,294,2.000.000
Selasa,5,6,100.000,btc,551,179,2.000.000,117,500.000
Minggu,21,2,100.000,bnb,519,741,2.000.000,313,500.000
Senin,12,1,100.000,mtc,305,864,100.000,115,2.000.000
Selasa,25,5,50.000,bnb,524,555,2.000.000,386,100.000
Senin,3,7,100.000,bnb,318,366,100.000,361,500.000
Selasa,4,11,100.000,bnb,531,688,2.000.000,375,100.000
Selasa,24,5,500.000,btc,537,854,100.000,466,100.000
Minggu,7,8,50.000,btc,444,779,100.000,351,2.000.000
Rabu,3,8,500.000,btc,302,313,2.000.000,230,500.000
Kamis,17,8,500.000,btc,530,242,1.555.345.355,112,500.000
Jumat,25,10,50.000,mtc,336,659,100.000,136,100.000
Jumat,15,4,500.000,mtc,521,228,1.555.345.355,444,2.000.000
Senin,27,5,50.000,btc,459,207,100.000,278,100.000
Selasa,11,9,500.000,bnb,255,85,1.555.345.355,403,100.000
Senin,17,1,50.000,btc,420,642,2.000.000,278,500.000
Minggu,15,11,50.000,mtc,322,145,2.000.000,308,500.000
Senin,19,9,50.000,bnb,394,288,100.000,492,2.000.000
Rabu,2,11,100.000,bnb,482,102,1.555.345.355,422,2.000.000
Senin,18,10,50.000,btc,370,652,2.000.000,435,100.000
Sabtu,10,9,500.000,bnb,298,881,1.555.345.355,232,2.000.000
Sabtu,1,2,100.000,btc,436,836,2.000.000,184,100.000
Selasa,9,0,50.000,mtc,504,430,2.000.000,337,100.000
Jumat,16,7,100.000,btc,594,881,1.555.345.355,183,100.000
Senin,19,9,50.000,mtc,419,529,2.000.000,282,2.000.000
Kamis,3,10,500.000,btc,363,970,1.555.345.355,137,500.000
Senin,16,10,50.000,bnb,297,700,100.000,422,100.000
Minggu,17,8,500.000,btc,278,283,100.000,486,100.000
Kamis,19,1,100.000,bnb,249,796,100.000,113,2.000.000
Minggu,7,7,100.000,btc,582,464,1.555.345.355,126,500.000
Selasa,19,1,100.000,btc,507,709,2.000.000,309,100.000
Sabtu,13,11,100.000,bnb,280,335,100.000,340,2.000.000
Selasa,27,7,500.000,mtc,528,592,1.555.345.355,191,100.000
Sabtu,26,10,500.000,mtc,230,744,100.000,291,100.000
Minggu,27,4,50.000,btc,306,673,1.555.345.355,392,100.000
Jumat,20,9,50.000,bnb,235,146,100.000,366,2.000.000
Rabu,28,4,50.000,mtc,232,924,100.000,115,500.000
Kamis,27,2,500.000,mtc,472,747,100.000,361,500.000
Selasa,8,1,100.000,btc,588,907,1.555.345.355,371,500.000
Minggu,14,4,500.000,btc,405,89,2.000.000,323,2.000.000
Kamis,24,4,100.000,btc,317,959,1.555.345.355,339,500.000
Selasa,23,2,500.000,mtc,393,588,100.000,252,2.000.000
Senin,21,6,50.000,mtc,292,736,2.000.000,161,2.000.000
Selasa,13,8,500.000,btc,561,295,100.000,300,2.000.000
Minggu,14,0,100.000,mtc,483,296,2.000.000,458,100.000
Rabu,4,10,50.000,btc,586,265,1.555.345.355,347,100.000
Kamis,5,6,50.000,btc,250,47,100.000,480,100.000
Jumat,30,1,50.000,mtc,470,598,1.555.345.355,372,500.000
Jumat,3,8,500.000,mtc,326,505,1.555.345.355,463,2.000.000
Minggu,14,6,50.000,bnb,340,562,2.000.000,238,2.000.000
Minggu,19,1,50.000,btc,454,457,100.000,228,2.000.000
Minggu,4,1,50.000,mtc,453,153,1.555.345.355,423,2.000.000
Selasa,23,2,100.000,mtc,554,990,1.555.345.355,318,2.000.000
Selasa,28,4,500.000,btc,205,548,2.000.000,190,2.000.000
Kamis,10,3,500.000,bnb,348,764,100.000,455,100.000
Rabu,8,10,500.000,bnb,543,957,1.555.345.355,405,2.000.000
Senin,8,4,50.000,bnb,456,563,1.555.345.355,372,500.000
Sabtu,27,2,100.000,bnb,384,984,100.000,388,2.000.000
Rabu,9,10,100.000,mtc,463,8,100.000,216,500.000
Selasa,4,8,100.000,bnb,413,618,100.000,259,2.000.000
Selasa,19,1,100.000,mtc,223,81,100.000,480,2.000.000
Minggu,1,2,50.000,mtc,422,270,1.555.345.355,187,2.000.000
Selasa,1,1,100.000,btc,464,508,100.000,422,2.000.000
Kamis,4,5,100.000,btc,219,416,2.000.000,243,500.000
Rabu,30,10,100.000,btc,511,476,1.555.345.355,277,100.000
Senin,3,5,500.000,mtc,546,189,100.000,222,500.000
Sabtu,15,2,500.000,bnb,446,56,100.000,365,100.000
Selasa,30,2,100.000,bnb,496,294,100.000,373,500.000
Kamis,8,7,50.000,mtc,367,201,1.555.345.355,435,2.000.000
Kamis,30,8,50.000,mtc,364,342,2.000.000,488,500.000
Jumat,19,4,500.000,bnb,378,373,1.555.345.355,215,500.000
Selasa,25,4,100.000,bnb,470,267,1.555.345.355,302,500.000
Senin,30,3,500.000,btc,360,60,2.000.000,431,500.000
Sabtu,30,4,500.000,mtc,401,723,2.000.000,226,100.000
Kamis,29,5,500.000,btc,302,532,2.000.000,231,500.000
Sabtu,3,11,500.000,mtc,475,11,2.000.000,284,500.000
Minggu,19,4,50.000,btc,257,85,2.000.000,478,100.000
Kamis,27,11,500.000,bnb,395,219,100.000,213,2.000.000
Jumat,19,6,500.000,mtc,337,534,100.000,383,100.000
Selasa,3,2,50.000,btc,381,525,100.000,240,500.000
Senin,19,0,50.000,mtc,345,525,2.000.000,489,500.000
Rabu,26,3,50.000,mtc,546,460,2.000.000,382,100.000
Selasa,4,7,100.000,bnb,210,105,1.555.345.355,127,2.000.000
Sabtu,2,6,50.000,bnb,428,686,1.555.345.355,204,2.000.000
Rabu,2,6,50.000,bnb,296,165,100.000,493,100.000
Minggu,4,4,50.000,bnb,295,181,1.555.345.355,498,500.000
Selasa,13,8,500.000,bnb,256,278,100.000,293,100.000
Minggu,30,2,500.000,mtc,346,531,2.000.000,296,100.000
Selasa,17,5,500.000,bnb,273,550,100.000,494,2.000.000
Selasa,19,3,50.000,mtc,272,351,100.000,455,100.000
Senin,21,9,50.000,bnb,419,4,1.555.345.355,388,500.000
Minggu,9,5,50.000,mtc,243,107,100.000,455,500.000
Minggu,19,3,500.000,btc,385,28,100.000,495,2.000.000
Senin,15,7,100.000,mtc,557,202,2.000.000,464,500.000
Sabtu,15,3,100.000,btc,421,445,100.000,385,100.000
Jumat,6,2,50.000,bnb,450,389,1.555.345.355,396,500.000
Rabu,26,8,50.000,btc,218,430,1.555.345.355,135,500.000
Senin,26,4,500.000,btc,278,815,1.555.345.355,444,500.000
Jumat,21,5,50.000,mtc,575,139,1.555.345.355,445,2.000.000
Selasa,6,7,100.000,mtc,362,818,100.000,142,2.000.000
Sabtu,7,6,500.000,btc,262,593,100.000,118,100.000
Minggu,28,7,500.000,bnb,223,952,1.555.345.355,169,2.000.000
Kamis,24,10,500.000,bnb,212,270,1.555.345.355,231,2.000.000
Minggu,1,0,500.000,mtc,579,904,1.555.345.355,483,2.000.000
Minggu,25,4,500.000,bnb,310,597,2.000.000,440,500.000
Minggu,13,11,50.000,mtc,597,191,2.000.000,450,100.000
Jumat,24,7,100.000,btc,588,260,100.000,438,500.000
Sabtu,18,1,500.000,bnb,207,994,100.000,406,100.000
Selasa,7,3,100.000,bnb,490,621,100.000,122,100.000
Senin,24,7,100.000,btc,333,319,1.555.345.355,366,500.000
Rabu,24,10,100.000,bnb,445,972,1.555.345.355,456,500.000
Senin,23,8,100.000,mtc,573,809,1.555.345.355,266,500.000
Rabu,10,4,500.000,btc,313,50,1.555.345.355,453,100.000
Sabtu,15,5,50.000,btc,366,921,100.000,295,500.000
Senin,8,4,500.000,mtc,584,356,2.000.000,102,500.000
Kamis,22,4,500.000,bnb,466,76,100.000,467,2.000.000
Jumat,18,5,500.000,btc,314,138,100.000,212,500.000
Jumat,20,1,100.000,btc,322,727,100.000,180,100.000
Kamis,5,8,50.000,mtc,299,55,1.555.345.355,365,100.000
Sabtu,25,10,100.000,mtc,434,383,1.555.345.355,382,2.000.000
Minggu,6,5,500.000,bnb,526,459,2.000.000,296,2.000.000
Minggu,26,0,100.000,mtc,518,442,1.555.345.355,358,2.000.000
Minggu,24,10,50.000,btc,338,799,2.000.000,427,100.000
Kamis,21,9,50.000,btc,233,946,2.000.000,312,100.000
Sabtu,22,9,50.000,btc,370,120,100.000,470,2.000.000
Minggu,22,9,100.000,mtc,244,517,2.000.000,399,100.000
Rabu,10,7,50.000,bnb,370,22,100.000,312,100.000
Minggu,7,10,100.000,bnb,507,798,2.000.000,105,2.000.000
Sabtu,22,5,500.000,btc,371,340,1.555.345.355,113,2.000.000
Minggu,10,2,50.000,mtc,463,71,100.000,224,2.000.000
Jumat,9,3,100.000,mtc,488,486,1.555.345.355,391,100.000
Kamis,15,9,500.000,mtc,277,6,2.000.000,219,500.000
Rabu,26,2,500.000,bnb,424,812,100.000,374,500.000
Jumat,27,1,100.000,bnb,541,552,1.555.345.355,487,100.000
Selasa,15,7,100.000,btc,474,395,2.000.000,308,100.000
Kamis,25,10,500.000,btc,331,468,1.555.345.355,219,500.000
Sabtu,13,3,50.000,bnb,298,814,2.000.000,490,2.000.000
Senin,19,4,500.000,mtc,388,63,1.555.345.355,148,100.000
Rabu,5,9,100.000,bnb,304,400,2.000.000,340,2.000.000
Selasa,26,3,50.000,mtc,321,933,2.000.000,169,100.000
Rabu,22,9,50.000,bnb,219,796,1.555.345.355,371,100.000
Rabu,1,2,50.000,bnb,200,789,1.555.345.355,301,100.000
Kamis,28,1,500.000,bnb,312,953,1.555.345.355,471,500.000
Rabu,8,0,500.000,mtc,554,962,1.555.345.355,262,100.000
Senin,25,2,50.000,mtc,221,534,100.000,339,2.000.000
Kamis,5,10,50.000,bnb,245,658,2.000.000,285,2.000.000
Kamis,26,11,50.000,btc,333,986,100.000,154,100.000
Sabtu,26,8,50.000,btc,505,225,2.000.000,478,500.000
Kamis,25,2,100.000,mtc,326,516,1.555.345.355,100,500.000
Rabu,29,2,50.000,mtc,545,40,1.555.345.355,284,100.000
Jumat,13,7,500.000,btc,219,906,1.555.345.355,384,2.000.000
Rabu,29,7,500.000,btc,528,792,100.000,221,500.000
Sabtu,27,11,50.000,btc,247,859,2.000.000,273,2.000.000
Kamis,10,10,500.000,btc,214,793,1.555.345.355,256,2.000.000
Rabu,27,9,100.000,btc,349,520,100.000,415,2.000.000
Minggu,19,3,100.000,bnb,213,715,1.555.345.355,415,2.000.000
Senin,8,6,100.000,bnb,292,103,1.555.345.355,265,100.000
Sabtu,1,8,500.000,btc,215,954,100.000,443,100.000
Jumat,13,11,500.000,bnb,430,528,100.000,469,100.000
Selasa,30,6,50.000,bnb,287,844,2.000.000,385,2.000.000
Jumat,17,11,500.000,bnb,224,777,100.000,473,2.000.000
Senin,2,8,100.000,bnb,570,5,1.555.345.355,200,100.000
Rabu,15,0,100.000,mtc,420,675,100.000,112,100.000
Jumat,18,7,100.000,bnb,400,42,2.000.000,144,500.000
Sabtu,12,9,100.000,bnb,560,61,100.000,215,500.000
Minggu,1,1,50.000,btc,460,772,2.000.000,401,100.000
Minggu,5,5,500.000,bnb,238,695,2.000.000,360,100.000
Selasa,18,5,500.000,bnb,300,286,100.000,379,100.000
Jumat,19,11,500.000,mtc,520,26,1.555.345.355,459,100.000
Jumat,21,11,100.000,btc,432,621,2.000.000,278,500.000
Jumat,23,11,100.000,mtc,398,156,100.000,217,2.000.000
Minggu,14,0,50.000,btc,415,99,2.000.000,487,100.000
Kamis,18,7,100.000,bnb,308,258,2.000.000,278,500.000
Rabu,8,3,50.000,mtc,222,196,2.000.000,445,2.000.000
Rabu,9,11,100.000,bnb,456,284,1.555.345.355,127,500.000
Minggu,14,10,500.000,mtc,401,872,2.000.000,420,2.000.000
Rabu,9,7,100.000,mtc,296,454,100.000,341,500.000
Jumat,28,2,100.000,btc,286,866,1.555.345.355,348,500.000
Senin,10,11,100.000,mtc,546,187,100.000,101,2.000.000
Rabu,5,4,500.000,bnb,458,39,2.000.000,284,100.000
Kamis,27,5,50.000,mtc,297,719,100.000,427,500.000
Jumat,15,4,100.000,bnb,231,895,100.000,363,500.000
Senin,5,7,500.000,btc,408,686,100.000,304,2.000.000
Rabu,24,8,500.000,mtc,591,302,2.000.000,423,2.000.000
Senin,12,11,500.000,bnb,481,789,2.000.000,117,500.000
Minggu,15,1,50.000,mtc,494,762,100.000,138,100.000
Sabtu,29,8,500.000,mtc,567,188,2.000.000,286,500.000
Sabtu,30,9,500.000,bnb,410,512,100.000,255,2.000.000
Kamis,4,5,50.000,btc,260,296,2.000.000,275,500.000
Kamis,16,3,100.000,mtc,366,233,1.555.345.355,198,100.000
Minggu,11,3,100.000,btc,239,192,100.000,313,100.000
Kamis,9,11,500.000,bnb,571,157,1.555.345.355,212,100.000
Rabu,6,5,100.000,bnb,570,547,1.555.345.355,311,500.000
Sabtu,2,9,50.000,bnb,538,272,100.000,362,100.000
Minggu,5,0,100.000,mtc,543,705,1.555.345.355,194,500.000
Kamis,12,7,100.000,mtc,562,836,100.000,349,500.000
Minggu,16,0,50.000,mtc,555,916,2.000.000,129,2.000.000
Rabu,6,5,500.000,btc,502,154,1.555.345.355,405,100.000
Rabu,28,6,100.000,bnb,388,165,2.000.000,323,100.000
Minggu,8,6,500.000,mtc,268,81,2.000.000,182,100.000
Rabu,23,5,100.000,mtc,383,220,2.000.000,442,100.000
Selasa,21,6,100.000,mtc,232,730,2.000.000,257,100.000
Senin,25,9,50.000,mtc,393,29,100.000,484,500.000
Sabtu,14,6,100.000,bnb,427,126,2.000.000,240,100.000
Jumat,5,2,50.000,mtc,360,935,1.555.345.355,415,100.000
Sabtu,1,5,100.000,mtc,330,247,1.555.345.355,372,2.000.000
Senin,12,5,100.000,btc,504,941,1.555.345.355,463,100.000
Selasa,20,4,50.000,btc,553,241,100.000,499,500.000
Selasa,25,4,50.000,mtc,581,539,1.555.345.355,395,2.000.000
Rabu,26,0,100.000,mtc,333,223,1.555.345.355,125,500.000
Minggu,15,6,50.000,bnb,514,430,2.000.000,232,2.000.000
Selasa,3,6,500.000,mtc,358,480,100.000,309,100.000
Senin,3,9,50.000,bnb,458,457,2.000.000,190,100.000
Kamis,1,9,50.000,mtc,326,205,100.000,373,100.000
Sabtu,29,9,500.000,btc,498,369,1.555.345.355,481,2.000.000
Kamis,1,5,100.000,btc,560,131,100.000,123,100.000
Selasa,11,4,100.000,btc,259,494,1.555.345.355,340,2.000.000
Sabtu,21,2,50.000,mtc,214,652,2.000.000,331,500.000
Minggu,4,7,100.000,mtc,462,109,100.000,231,100.000
Sabtu,21,8,100.000,mtc,553,646,2.000.000,315,100.000
Selasa,7,9,500.000,mtc,384,360,100.000,129,2.000.000
Minggu,20,0,50.000,btc,310,14,100.000,222,2.000.000
Jumat,13,8,100.000,mtc,293,149,100.000,392,100.000
Selasa,12,2,50.000,btc,253,543,2.000.000,414,100.000
Minggu,3,8,50.000,mtc,223,286,2.000.000,370,2.000.000
Selasa,24,8,100.000,mtc,588,607,100.000,181,2.000.000
Sabtu,2,8,500.000,mtc,279,656,1.555.345.355,169,100.000
Jumat,7,3,100.000,bnb,546,357,2.000.000,334,2.000.000
Selasa,6,8,50.000,btc,423,593,1.555.345.355,154,100.000
Jumat,26,10,500.000,bnb,550,689,1.555.345.355,374,2.000.000
Kamis,13,4,100.000,mtc,494,220,2.000.000,393,500.000
Kamis,7,0,100.000,btc,416,651,2.000.000,211,500.000
Jumat,18,6,100.000,btc,362,389,2.000.000,117,100.000
Sabtu,3,11,100.000,btc,237,811,1.555.345.355,206,500.000
Minggu,17,1,500.000,bnb,507,537,100.000,144,100.000
Minggu,9,0,500.000,btc,535,718,1.555.345.355,208,500.000
Senin,23,8,100.000,mtc,551,58,100.000,383,500.000
Kamis,30,2,100.000,btc,448,880,1.555.345.355,325,100.000
Minggu,29,6,100.000,bnb,574,563,2.000.000,438,500.000
Sabtu,13,4,100.000,mtc,345,37,100.000,144,500.000
Sabtu,23,9,50.000,btc,329,607,1.555.345.355,480,2.000.000
Sabtu,11,1,50.000,btc,239,533,100.000,165,2.000.000
Minggu,21,9,100.000,btc,316,700,2.000.000,342,100.000
Selasa,27,7,500.000,btc,564,725,1.555.345.355,223,100.000
Senin,30,2,50.000,bnb,306,584,1.555.345.355,321,100.000
Selasa,25,10,100.000,btc,314,173,2.000.000,325,500.000
Sabtu,9,10,50.000,mtc,298,847,100.000,316,2.000.000
Rabu,27,4,500.000,btc,249,872,2.000.000,230,100.000
Jumat,16,0,100.000,btc,507,369,2.000.000,280,2.000.000
Senin,30,7,500.000,bnb,312,393,2.000.000,149,100.000
Jumat,11,3,500.000,btc,383,850,2.000.000,318,2.000.000
Selasa,9,10,100.000,bnb,410,93,1.555.345.355,164,2.000.000
Sabtu,22,11,500.000,bnb,271,197,1.555.345.355,176,500.000
Kamis,8,7,100.000,bnb,533,293,100.000,273,2.000.000
Sabtu,4,5,50.000,btc,450,180,1.555.345.355,108,500.000
Kamis,14,7,50.000,mtc,556,227,100.000,296,100.000
Minggu,3,5,50.000,btc,490,244,2.000.000,299,2.000.000
Senin,30,9,50.000,mtc,542,164,1.555.345.355,125,100.000
Senin,12,3,50.000,mtc,377,63,100.000,418,2.000.000
Rabu,7,9,50.000,bnb,562,725,2.000.000,126,2.000.000
Selasa,30,5,100.000,bnb,318,273,100.000,373,500.000
Jumat,22,6,500.000,btc,407,214,100.000,432,2.000.000
Rabu,15,0,100.000,mtc,516,662,100.000,102,2.000.000
Sabtu,18,0,500.000,mtc,373,830,2.000.000,204,500.000
Senin,14,10,50.000,mtc,400,650,2.000.000,178,2.000.000
Selasa,23,7,100.000,mtc,328,239,100.000,117,100.000
Senin,27,2,50.000,btc,322,372,100.000,120,100.000
Kamis,24,2,100.000,btc,216,574,2.000.000,475,100.000
Rabu,15,6,100.000,btc,441,150,100.000,321,100.000
Rabu,26,1,50.000,btc,271,402,2.000.000,295,500.000
Sabtu,24,9,100.000,bnb,217,968,2.000.000,314,100.000
Rabu,6,3,100.000,mtc,353,466,2.000.000,371,500.000
Jumat,26,7,50.000,btc,494,272,2.000.000,223,500.000
Minggu,4,7,500.000,btc,233,556,2.000.000,394,500.000
Senin,19,3,100.000,bnb,211,223,100.000,344,2.000.000
Selasa,19,11,100.000,bnb,234,266,1.555.345.355,175,2.000.000
Selasa,20,9,100.000,mtc,431,390,1.555.345.355,266,500.000
Senin,30,10,500.000,mtc,204,699,1.555.345.355,125,100.000
Kamis,12,4,50.000,btc,510,121,100.000,481,100.000
Rabu,19,9,500.000,mtc,356,912,100.000,487,2.000.000
Kamis,12,0,100.000,btc,430,973,2.000.000,490,100.000
Minggu,18,2,500.000,mtc,390,490,2.000.000,196,2.000.000
Rabu,15,10,50.000,bnb,348,955,2.000.000,228,100.000
Rabu,4,7,100.000,btc,269,847,1.555.345.355,118,100.000
Kamis,7,8,50.000,mtc,411,938,100.000,253,100.000
Minggu,16,6,500.000,btc,230,147,2.000.000,438,100.000
Selasa,1,7,500.000,btc,519,68,100.000,384,2.000.000
Senin,29,0,100.000,btc,359,220,100.000,279,500.000
Selasa,19,4,50.000,mtc,577,697,1.555.345.355,147,2.000.000
Kamis,16,3,100.000,mtc,330,960,1.555.345.355,119,500.000
Selasa,20,3,100.000,mtc,348,490,1.555.345.355,399,2.000.000
Kamis,21,10,50.000,mtc,528,792,1.555.345.355,419,2.000.000
Selasa,26,0,50.000,mtc,326,868,100.000,190,2.000.000
Selasa,25,2,500.000,btc,539,73,100.000,271,100.000
Kamis,13,7,100.000,mtc,554,339,2.000.000,326,100.000
Selasa,13,10,500.000,btc,440,147,100.000,131,100.000
Jumat,24,10,500.000,btc,250,516,1.555.345.355,164,100.000
Jumat,6,0,100.000,btc,312,652,100.000,202,2.000.000
Minggu,22,4,100.000,btc,423,158,2.000.000,123,2.000.000
Selasa,26,0,500.000,btc,358,238,2.000.000,351,100.000
Rabu,18,4,50.000,btc,252,870,1.555.345.355,427,2.000.000
Jumat,17,0,50.000,mtc,356,731,100.000,294,100.000
Senin,9,6,100.000,bnb,507,441,1.555.345.355,289,500.000
Senin,9,9,100.000,btc,237,42,2.000.000,310,500.000
Jumat,9,11,100.000,bnb,297,652,2.000.000,389,500.000
Selasa,16,11,500.000,btc,591,937,100.000,188,100.000
Jumat,23,10,500.000,mtc,273,855,1.555.345.355,144,500.000
Sabtu,29,2,50.000,btc,280,258,100.000,284,500.000
Jumat,10,10,500.000,btc,306,260,1.555.345.355,101,2.000.000
Jumat,20,5,500.000,bnb,576,471,100.000,449,100.000
Senin,26,6,50.000,mtc,421,373,2.000.000,488,100.000
Jumat,1,3,500.000,btc,393,456,100.000,170,500.000
Minggu,8,9,100.000,btc,460,14,1.555.345.355,256,100.000
Minggu,9,3,500.000,btc,246,784,1.555.345.355,326,2.000.000
Kamis,27,4,500.000,mtc,520,614,2.000.000,379,500.000
Senin,7,4,100.000,bnb,233,313,100.000,197,500.000
Minggu,24,10,50.000,mtc,466,932,100.000,144,100.000
Rabu,24,9,100.000,btc,582,563,100.000,431,2.000.000
Kamis,1,1,500.000,bnb,527,282,1.555.345.355,314,100.000
